1,0.0,1,0.0,0.0
2,0.0,2,0.0,0.0
3,0.0,8,0.0,0.0
4,0.0,64,0.0,0.0
5,0.0,1024,0.0,0.0
6,6.103515625e-05,32768,6.103515625e-05,6.103515625e-05
7,0.00038,50000,0.00021220462261186524,0.0006803849874769364
8,0.0015,50000,0.0011154662083661022,0.0020168261751038708
9,0.00486,50000,0.0041219229875720485,0.0057294777160414381
10,0.00946,50000,0.0084081236706878976,0.010642056280741111
11,0.01944,50000,0.017912092711384935,0.021095438738565578
12,0.03754,50000,0.035410936904415706,0.039791791151069809
13,0.06428,50000,0.061512144463622159,0.067163487306338837
14,0.10256,50000,0.099117625262337264,0.1061078477264016
15,0.15654,50000,0.1523996580154888,0.16077148971174618
16,0.22388,50000,0.21911483292448813,0.22871844405228969
17,0.30962,50000,0.30431948027871475,0.31497104293886807
18,0.40258,50000,0.39694372664623417,0.40824212676198585
19,0.51048,50000,0.50472030738029006,0.51623691142777661
20,0.6196,50000,0.6139917389564935,0.62517652148671021
21,0.71722,50000,0.71200345031538037,0.72237890364342128
22,0.80796,50000,0.80338151552018966,0.81245675777486881
23,0.88162,50000,0.87784767495348559,0.88529105038376654
24,0.93378,50000,0.93085744318863795,0.93658743988036608
25,0.96572,50000,0.96356141523459493,0.96775499156815414
26,0.98506,50000,0.98359673724941055,0.98639453708654568
27,0.99428,50000,0.99334323666351787,0.99508559086045112
28,0.99822,50000,0.99766385116920064,0.99864393075398428
29,0.99956,50000,0.99924320954983836,0.99974421676292746
30,0.99994,50000,0.99976248008040158,0.99998484538761867
31,0.99998,50000,0.99982966282481867,0.99999765202796542
32,1.0,50000,0.99986730954516556,1.0
33,1.0,50000,0.99986730954516556,1.0
