q1 \ q2,1,2,3,4,5,6,7,8,9,10
1,1,,,,,,,,,,
2,1,2,,,,,,,,,
3,1,3,6,,,,,,,,
4,1,4,9,18,,,,,,,
5,1,5,14,25,49,,,,,,
6,1,6,18,41,87,165,,,,,
7,1,7,23,61,143,298,540,,,,
8,1,8,28,84,216,495,1031,1870,,,
9,1,9,36,115,316,780,1713,3583,6588,,
10,1,10,42,149,442,1171,2826,6090,12677,23556,
