1,0.0,1,0.0,0.0
2,0.0,2,0.0,0.0
3,0.0,8,0.0,0.0
4,0.03125,64,0.03125,0.03125
5,0.12890625,1024,0.12890625,0.12890625
6,0.3138427734375,32768,0.3138427734375,0.3138427734375
7,0.5598976040958362,50002,0.5541716750639839,0.56560763808279246
8,0.79442,50000,0.78972560137382086,0.79903626517875448
9,0.9366361981718904,49997,0.93377132778576177,0.9393851866940337
10,0.99034,50000,0.98914637953891282,0.99140349358584023
11,0.9995399815992639,49998,0.99921794418539933,0.99972944533574737
12,0.99998,50000,0.99982966282481867,0.99999765202796542
13,1.0,49999,0.99986730689145298,1.0
14,1.0,50002,0.99986731485227232,1.0
